Ticker,Name,Sector,SubIndustry,Price,PE_Rank,PS_Rank,EV_EBITDA_Used,PB_Ratio,EPS_Growth,Rev_Growth,ROE,Op_Margin,ROIC,Mom_Range,Mom_12M,EPS_Growth_Win,Rev_Growth_Win,Mom_12M_Win,Mom_Range_Win,ROE_Win,Op_Margin_Win,ROIC_Win,Value_S,Growth_S,Prof_S,Mom_S,Rev_S,Fundamental_Score,Value_Pct,Growth_Pct,Prof_Pct,Mom_Pct,Value_Grade,Growth_Grade,Prof_Grade,Mom_Grade,Name_Key
LNC,Lincoln National Corp,Financials,Multi-line Insurance,39.699999999999996,3.6835,0.3957,1.0438,0.8180085509709988,507.17,37.15,23.14,0.1402,14.05,0.6299376299376297,25.1147,103.85799999999993,37.15,25.1147,0.6299376299376297,23.14,0.1402,14.05,97.29729729729729,85.73675462864479,81.98198198198197,70.90713639733247,50.0,81.14859802501526,0.9954954954954955,0.9684684684684685,0.8198198198198198,0.7252252252252253,A+,A,B+,B,lincolnnationalcorp
BYD,Boyd Gaming Corp,Consumer Discretionary,Casinos & Gaming,86.94000000000001,3.6968,1.7013,2.9642,4.737771383730055,336.55,5.91,107.19000000000001,0.20679999999999998,39.14,0.9026434558349458,19.6841,180.3589999999992,5.91,19.6841,0.9026434558349458,107.19000000000001,0.20679999999999998,39.14,79.71765851283924,81.11445783132531,89.5241572350006,78.1416575392479,50.0,79.1616770110746,0.8855421686746988,0.8855421686746988,0.9819277108433735,0.7951807228915663,B+,B+,A+,B,boydgamingcorp
NEM,Newmont Corporation,Materials,Gold,118.33,17.3278,5.7915,10.1398,4.45595074466683,26.06,26.59,22.720000000000002,0.4537,18.34,1.0,173.9976,26.06,26.5225,112.6583799999999,0.9897192086790043,22.720000000000002,0.4537,16.855500000000003,53.80952380952382,87.4201618054077,94.04761904761904,97.14285714285714,50.0,78.87688950393868,0.5714285714285714,0.9857142857142858,0.9928571428571429,0.9857142857142858,C+,A+,A+,A+,newmontcorporation
MLI,Mueller Industries Inc,Industrials,Industrial Machinery & Supplies & Components,132.41,19.6841,3.5621,13.1898,5.431269278729408,30.06,15.71,26.229999999999997,0.2303,26.22,0.9846823847424536,62.2847,30.06,15.71,62.2847,0.9846823847424536,26.229999999999997,0.2303,26.22,61.78423388723818,85.01614735520315,86.03988603988603,94.0666560695173,50.0,77.77259066672514,0.6965811965811965,0.9358974358974359,0.9316239316239316,0.9786324786324786,B-,A,A,A+,muellerindustriesinc
BHF,Brighthouse Financial Inc,Financials,Life & Health Insurance,64.23,3.787,0.5829,0.1611,0.7593760418809543,,27.71,17.4,0.20850000000000002,11.1,0.9134377576257215,27.7988,,27.71,27.7988,0.9134377576257215,17.4,0.20850000000000002,11.1,97.74774774774775,59.98306083370157,72.97297297297297,89.62892245624694,50.0,77.60257683816988,1.0,0.6801801801801802,0.7297297297297297,0.9234234234234234,A+,B-,B,A-,brighthousefinancialinc
IDCC,InterDigital Inc,Information Technology,Communications Equipment,329.55,16.0008,8.5602,11.6403,9.873269818443287,58.32,28.75,49.919999999999995,0.6199,33.85,0.6582585795407785,79.8462,58.32,28.75,79.8462,0.6582585795407785,49.919999999999995,0.44715999999999984,33.85,67.41074064887975,88.1897207763123,92.22501742077975,68.09227351075782,50.0,76.1653383748289,0.7159763313609467,0.9585798816568047,0.9585798816568047,0.7100591715976331,B,A,A,B,interdigitalinc
INCY,Incyte Corp,Health Care,Biotechnology,102.49000000000001,17.5431,4.3322,12.9887,5.750370303873604,4124.71,18.09,29.830000000000002,0.30760000000000004,29.56,0.833134684147795,46.5572,235.62749999999997,18.09,46.5572,0.833134684147795,29.830000000000002,0.30760000000000004,29.56,64.82102908277405,80.63430457366219,87.69574944071589,83.33105054102177,50.0,75.92226565380928,0.7046979865771812,0.912751677852349,0.8993288590604027,0.8523489932885906,B,A-,B+,B+,incytecorp
MU,Micron Technology Inc,Information Technology,Semiconductors,365.56,34.2832,9.6492,18.6485,7.572386764273316,205.92,45.43,22.43,0.3245,17.740000000000002,0.9991783613238242,253.5575,205.92,38.65299999999992,144.4582699999999,0.9710734859732973,22.43,0.3245,17.740000000000002,48.20300227946475,93.85429141716567,80.89265256469311,98.24645147574672,50.0,75.69406228962194,0.514792899408284,0.9940828402366864,0.8461538461538461,0.9940828402366864,C+,A+,B+,A+,microntechnologyinc
CCK,Crown Holdings Inc,Materials,Paper & Plastic Packaging Products & Materials,101.875,12.7102,0.9904,8.7784,4.380458104546217,894.61,3.27,33.32,0.1259,10.26,0.7729850746268655,22.3331,137.32,3.27,22.3331,0.7729850746268655,30.65,0.1259,10.26,82.38095238095238,80.30618440454506,78.8095238095238,70.37037037037038,50.0,75.43293000260213,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.7,A-,B+,B+,B-,crownholdingsinc
NFG,National Fuel Gas Co,Utilities,Gas Utilities,80.7017,14.882,1.8872,8.0398,2.3569215222997464,601.83,110.24,17.9,0.1989,9.02,0.518698924731183,19.62,131.17,23.725999999999978,19.62,0.518698924731183,17.9,0.1989,9.02,87.71929824561404,96.19306887909428,76.02339181286548,50.26013309134906,50.0,75.22631290870856,0.9649122807017544,1.0,0.9122807017543859,0.45614035087719296,A,A+,A-,C,nationalfuelgasco
CALM,Cal-Maine Foods Inc,Consumer Staples,Packaged Foods & Meats,76.14500000000001,3.2202,0.8813,2.1538,1.4420609474100856,84.41,36.6,44.65,0.3428,44.65,0.07755139500734229,-30.3726,80.14699999999998,16.457,-30.3726,0.07755139500734229,44.65,0.28989000000000015,34.863000000000014,86.11111111111113,98.36772769232479,95.37037037037037,24.825490410161223,50.0,75.00901399086757,0.9722222222222222,1.0,0.9861111111111112,0.18055555555555555,A+,A+,A+,D,calmainefoodsinc
UGI,UGI Corp,Utilities,Gas Utilities,37.03,11.8872,3.5411,9.1381,1.662558535260339,150.04,0.22,14.09,0.48200000000000004,5.6899999999999995,0.7575757575757575,25.1501,131.17,0.22,25.1501,0.7575757575757575,14.09,0.38836000000000004,5.6899999999999995,74.26900584795321,59.48707976838648,90.05847953216374,80.0604960677556,50.0,73.99138651225766,0.8070175438596491,0.5789473684210527,0.9824561403508771,0.8245614035087719,B+,C+,A+,B+,ugicorp
HALO,Halozyme Therapeutics Inc,Health Care,Biotechnology,70.625,14.0625,6.7378,11.7079,23.903404860217965,57.4,31.19,141.55,0.5932999999999999,30.869999999999997,0.72265625,28.6075,57.4,31.19,28.6075,0.72265625,94.10599999999998,0.3772799999999999,30.869999999999997,63.04190096136406,76.47073284657176,96.42058165548099,66.17997534584303,50.0,73.39576229269422,0.6845637583892618,0.87248322147651,0.9932885906040269,0.6375838926174496,B-,B+,A+,B-,halozymetherapeuticsinc
APA,APA Corp (US),Energy,Oil & Gas Exploration & Production,25.685000000000002,6.0592,0.9484,2.4109,1.7775086505190314,-40.82,4.88,26.72,0.3404,14.030000000000001,0.8560413129598191,2.505,-40.82,4.88,2.505,0.8560413129598191,26.72,0.3404,14.030000000000001,88.54166666666667,37.38050144300144,90.10416666666667,79.85795454545453,50.0,73.10914953102453,0.953125,0.296875,0.984375,0.8125,A,D+,A+,B+,apacorpus
IIIN,Insteel Industries Inc,Industrials,Building Products,33.669999999999995,14.0131,0.9825,8.247,1.7599339306062283,147.03,26.19,13.309999999999999,0.0891,13.309999999999999,0.583812010443864,33.3592,147.03,23.345999999999894,33.3592,0.583812010443864,13.309999999999999,0.0891,13.309999999999999,88.02440605015711,97.60833620812161,48.86039886039887,71.6064574433673,50.0,73.06415995793678,0.9316239316239316,1.0,0.4829059829059829,0.7435897435897436,A,A+,C,B,insteelindustriesinc
UFCS,United Fire Group Inc,Financials,Property & Casualty Insurance,34.949999999999996,8.1212,0.6676,5.0929,1.134913444584076,117.07,12.12,13.309999999999999,0.1107,11.59,0.7857919536063788,31.6729,103.85799999999993,12.12,31.6729,0.7857919536063788,13.309999999999999,0.1107,11.59,87.83783783783784,77.2451447744267,55.4054054054054,83.0639380137228,50.0,72.87262736844072,0.9594594594594594,0.8783783783783784,0.5540540540540541,0.8783783783783784,A,B+,C+,B+,unitedfiregroupinc
CF,CF Industries Holdings Inc,Materials,Fertilizers & Agricultural Chemicals,89.59,9.812,2.0087,5.2159,3.053125543131916,31.4,12.59,28.18,0.3153,17.53,0.5995688493667475,-10.7969,31.4,12.59,-10.7969,0.5995688493667475,28.18,0.3153,16.855500000000003,74.28571428571428,84.29976580796253,94.04761904761904,42.05714285714286,50.0,72.3547150663544,0.8428571428571429,0.9,0.9928571428571429,0.38571428571428573,B+,B+,A+,C-,cfindustriesholdingsinc
SOLV,Solventum Corp,Health Care,Health Care Technology,80.075,9.0516,1.6408,6.6643,4.675830496400064,108.62,2.28,41.02,0.2511,13.930000000000001,0.7045454545454546,9.341,108.62,2.28,9.341,0.7045454545454546,41.02,0.2511,13.930000000000001,87.6821452324808,56.18763982102909,83.44519015659957,65.28859060402685,50.0,72.07707993228128,0.9530201342281879,0.5906040268456376,0.8590604026845637,0.6241610738255033,A,C+,B+,B-,solventumcorp
EIX,Edison International,Utilities,Electric Utilities,61.015,7.5351,1.3274,7.2516,1.5083606914009968,105.18,4.41,19.3,0.2837,5.86,0.8180418719211824,2.0111,105.18,4.41,2.0111,0.8180418719211824,19.3,0.2837,5.86,96.49122807017544,64.86242282535608,88.88888888888887,38.288403936670946,50.0,71.97519459217148,1.0,0.7192982456140351,0.9473684210526315,0.3508771929824561,A+,B,A,C-,edisoninternational
AZZ,AZZ Inc,Industrials,Heavy Electrical Equipment,122.25,11.4534,2.2777,12.5713,3.497733983382545,137.07,1.53,26.340000000000003,0.1533,17.27,0.97438330170778,41.3754,137.07,1.53,41.3754,0.97438330170778,26.340000000000003,0.1533,17.27,73.04390888081875,65.80293715486849,74.5014245014245,83.2366917774643,50.0,71.69425913202737,0.8076923076923077,0.717948717948718,0.8034188034188035,0.8931623931623932,B+,B,B+,B+,azzinc
GHC,Graham Holdings Co,Consumer Discretionary,Education Services,1124.3,6.8067,1.016,4.8421,1.1442809767027935,110.3,4.13,16.869999999999997,0.1833,14.14,0.7666463522337705,26.9071,110.3,4.13,26.9071,0.7666463522337705,16.869999999999997,0.1833,14.14,83.52683461117196,69.54124189063947,63.67895825727151,79.45572499789367,50.0,71.6008415948175,0.9337349397590361,0.7409638554216867,0.6385542168674698,0.8132530120481928,A,B,B-,B+,grahamholdingsco
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,217.84,20.9728,5.717,14.7763,7.334235635550708,71.27,5.08,32.690000000000005,0.3419,20.39,0.9711232667599541,47.9732,71.27,5.08,47.9732,0.9506141148333839,32.690000000000005,0.3419,20.39,54.28683717274321,64.04399891358875,88.3668903803132,90.42741080890146,50.0,71.55771383276215,0.5637583892617449,0.7114093959731543,0.912751677852349,0.9463087248322147,C+,B,A-,A,johnsonjohnson
