Ticker,Name,Sector,SubIndustry,Price,PE_Rank,PS_Rank,EV_EBITDA_Used,PB_Ratio,EPS_Growth,Rev_Growth,ROE,Op_Margin,ROIC,Mom_Range,Mom_12M,EPS_Growth_Win,Rev_Growth_Win,Mom_12M_Win,Mom_Range_Win,ROE_Win,Op_Margin_Win,ROIC_Win,Value_S,Growth_S,Prof_S,Mom_S,Rev_S,Fundamental_Score,Value_Pct,Growth_Pct,Prof_Pct,Mom_Pct,Value_Grade,Growth_Grade,Prof_Grade,Mom_Grade,Name_Key,Rev_Change,Rec_BuyRatio,Shrunk_Ratio,Analyst_Count,Streak_Days,Streak_Score,Rev_Change_Win,Rev_Pct,Rev_Grade,FundamentalPlusRev_Score,Consensus_Score,Sentiment_Score,Alpha_Score,Val_Fail,Mom_Fail,Min_Fund_Factor
MU,Micron Technology Inc,Information Technology,Semiconductors,399.65,37.9524,10.682,20.6345,8.278543523202293,205.92,45.43,22.43,0.3245,17.740000000000002,1.0,263.9843,205.92,40.81,114.5965,0.9325305864056069,22.43,0.3245,17.740000000000002,42.862192597081254,93.41711594177963,80.71614975409013,98.05813348438642,96.29629629629629,74.18963547302606,0.45121951219512196,0.9939024390243902,0.8475609756097561,0.9939024390243902,C,A+,B+,A+,microntechnologyinc,0.09252539912917268,0.9038461538461539,0.8728070175438597,52.0,65.75,74.8610060116256,0.09252539912917268,0.9512195121951219,A,78.81926510265569,87.28070175438597,82.31282345728182,79.51797677358093,False,False,42.862192597081254
NEM,Newmont Corporation,Materials,Gold,124.31,18.875,6.3086,11.0451,4.681139500291842,26.06,26.59,22.720000000000002,0.4537,18.34,0.996061817530879,196.329,26.06,26.552500000000002,138.62345,0.9865748186058902,22.720000000000002,0.41910000000000003,16.977500000000003,51.01010101010102,86.78592141510802,95.45454545454545,97.02479338842976,86.39455782312925,78.37830457686918,0.5303030303030303,0.9848484848484849,1.0,0.9848484848484849,C+,A+,A+,A+,newmontcorporation,0.12108262108262113,0.8518518518518519,0.8046875,27.0,5.75,11.37445042263574,0.12108262108262113,0.8571428571428571,B+,82.0177603591821,80.46875,52.831030169054294,76.18041432115655,False,False,51.01010101010102
IDCC,InterDigital Inc,Information Technology,Communications Equipment,330.52,16.8419,9.0102,12.2817,9.90233087662532,58.32,28.75,49.919999999999995,0.6199,33.85,0.6618463567941154,91.496,58.32,28.75,91.496,0.6618463567941154,49.919999999999995,0.4548099999999998,33.85,64.34378629500581,87.83266882267782,91.98534577938374,73.97572337524618,89.1304347826087,76.4439614581822,0.676829268292683,0.9451219512195121,0.9573170731707317,0.7804878048780488,B-,A,A,B,interdigitalinc,0.08333333333333337,0.8333333333333334,0.75,12.0,0.0,0.0,0.08333333333333337,0.9024390243902439,A-,80.35700493644308,75.0,45.0,73.28560394915446,False,False,64.34378629500581
DAL,Delta Air Lines Inc,Industrials,Passenger Airlines,67.96,8.854,0.6995,6.6862,2.138263463256856,43.65,2.79,27.63,0.0915,15.129999999999999,0.8646714378659726,0.7561,43.65,2.79,0.7561,0.8646714378659726,27.63,0.0915,15.129999999999999,94.05543952914373,57.880233153731396,64.6376811594203,52.03236809542827,66.51162790697674,66.65580042197294,0.9869565217391304,0.5652173913043478,0.6826086956521739,0.47391304347826085,A+,C+,B-,C,deltaairlinesinc,0.014336917562724039,0.9032258064516129,0.8541666666666667,31.0,90.0,84.89281911636292,0.014336917562724039,0.6511627906976745,B-,68.30696321267061,85.41666666666667,85.20712764654516,71.68699609944552,False,False,52.03236809542827
CCK,Crown Holdings Inc,Materials,Paper & Plastic Packaging Products & Materials,103.92,12.5511,0.978,8.7018,4.468389754350359,894.61,3.27,33.32,0.1259,10.26,0.8340298507462686,17.6247,157.79599999999957,3.27,17.6247,0.8340298507462686,29.542500000000004,0.1259,10.26,81.81818181818181,78.98724082934609,78.03030303030305,70.72261072261072,65.98639455782313,74.90409152251257,0.9090909090909091,0.803030303030303,0.8484848484848485,0.696969696969697,A-,B+,B+,B-,crownholdingsinc,0.06052631578947365,0.85,0.79,20.0,0.0,0.0,0.06052631578947365,0.6428571428571429,B-,76.50273097829489,79.0,47.4,70.68218478263591,False,False,65.98639455782313
MLI,Mueller Industries Inc,Industrials,Industrial Machinery & Supplies & Components,132.73,19.587,3.5445,13.1186,5.444395222156592,30.06,15.71,26.229999999999997,0.2303,26.22,0.9655627198124264,63.4176,30.06,15.71,63.4176,0.9655627198124264,26.229999999999997,0.2303,26.22,61.26510980317701,85.35940022017675,86.81159420289855,91.93443452946016,42.837209302325576,77.47794295144627,0.6782608695652174,0.9391304347826087,0.9391304347826087,0.9826086956521739,B-,A,A,A+,muellerindustriesinc,0.0,0.8333333333333334,0.7045454545454546,6.0,0.0,0.0,0.0,0.45348837209302323,C,76.76166388167883,70.45454545454545,42.27272727272727,69.86387655988852,False,False,42.837209302325576
HALO,Halozyme Therapeutics Inc,Health Care,Biotechnology,69.22,13.942,6.6801,11.6191,23.427875177689025,57.4,31.19,141.55,0.5932999999999999,30.869999999999997,0.67875,28.9616,57.4,31.19,28.9616,0.67875,95.03349999999998,0.39587999999999995,30.869999999999997,63.888888888888886,77.18384502923976,96.2962962962963,60.127314814814824,79.01234567901234,72.50852826510722,0.6875,0.875,0.9930555555555556,0.6111111111111112,B-,B+,A+,B-,halozymetherapeuticsinc,0.04583333333333328,0.7333333333333333,0.6875,15.0,0.0,0.0,0.04583333333333328,0.8,B,75.40976283300844,68.75,41.25,68.57781026640676,False,False,60.127314814814824
VTOL,Bristow Group Inc,Energy,Oil & Gas Equipment & Services,43.75,8.8824,0.8626,6.7579,1.4045800546421772,157.73,4.78,14.82,0.1081,8.61,1.0,18.8138,157.73,4.78,18.8138,0.9787822607507275,14.82,0.1081,8.61,78.125,75.71428571428571,57.291666666666664,85.03571428571428,82.85714285714285,71.00416666666666,0.875,0.859375,0.5703125,0.890625,B+,B+,C+,B+,bristowgroupinc,0.017857142857142905,0.875,0.7500000000000001,8.0,0.0,0.0,0.017857142857142905,0.7857142857142857,B,74.28988095238094,75.00000000000001,45.00000000000001,68.43190476190476,False,False,57.291666666666664
WBS,Webster Financial Corp,Financials,Regional Banks,64.09,11.1713,2.72593,9.202,1.2026940045450538,21.16,93.49402,9.959999999999999,0.4321621,8.799999999999999,0.8807142857142857,11.6506,21.16,93.49402,11.6506,0.8807142857142857,9.959999999999999,0.4321621,8.799999999999999,77.45535714285714,84.4767318737907,37.05357142857143,71.65321418715335,41.111111111111114,64.85322135504596,0.8883928571428571,0.9508928571428571,0.3705357142857143,0.7544642857142857,B+,A,C-,B,websterfinancialcorp,0.0,0.8636363636363636,0.8055555555555556,22.0,90.0,84.89281911636292,0.0,0.3225806451612903,C-,63.964332466157074,80.55555555555556,82.2904609798785,67.62955816890135,False,False,37.05357142857143
OPCH,Option Care Health Inc,Health Care,Health Care Facilities,36.27,27.1715,1.0272,16.6226,4.2943405162206965,5.27,15.79,15.28,0.0603,8.39,0.9624150339864055,24.8379,5.27,15.79,24.8379,0.9477678665699008,15.28,0.0603,8.39,67.5925925925926,58.22530864197531,51.96759259259259,83.35185185185186,63.99999999999999,63.20547839506173,0.7256944444444444,0.6388888888888888,0.4861111111111111,0.8541666666666666,B,B-,C,B+,optioncarehealthinc,0.01388888888888884,0.8888888888888888,0.8152173913043478,18.0,65.75,74.8610060116256,0.01388888888888884,0.6,C+,64.60547839506174,81.52173913043478,78.85744588291111,67.45587189263162,False,False,51.96759259259259
