Ticker,Name,Sector,SubIndustry,Price,PE_Rank,PS_Rank,EV_EBITDA_Used,PB_Ratio,EPS_Growth,Rev_Growth,ROE,Op_Margin,ROIC,Mom_Range,Mom_12M,EPS_Growth_Win,Rev_Growth_Win,Mom_12M_Win,Mom_Range_Win,ROE_Win,Op_Margin_Win,ROIC_Win,Value_S,Growth_S,Prof_S,Mom_S,Rev_S,Fundamental_Score,Value_Pct,Growth_Pct,Prof_Pct,Mom_Pct,Value_Grade,Growth_Grade,Prof_Grade,Mom_Grade,Name_Key
LNC,Lincoln National Corp,Financials,Multi-line Insurance,41.61,3.761,0.404,1.1031,0.8573636223149436,507.17,37.15,23.14,0.1402,14.05,0.7292099792099792,17.6753,99.66,37.15,17.6753,0.7292099792099792,23.14,0.1402,14.05,96.83257918552036,85.49701591138175,84.16289592760181,69.29749988573519,50.0,81.20777193770394,0.995475113122172,0.9592760180995475,0.8416289592760181,0.7194570135746606,A+,A,B+,B,lincolnnationalcorp
EIX,Edison International,Utilities,Electric Utilities,62.28,7.488,1.3191,7.234,1.5396329404319278,105.18,4.41,19.3,0.2837,5.86,0.941138421733506,15.2053,105.18,4.41,15.2053,0.941138421733506,19.3,0.2837,5.86,96.55172413793103,62.69347675327933,90.22988505747126,73.38940285954584,50.0,78.91197822141561,1.0,0.6896551724137931,0.9482758620689655,0.6896551724137931,A+,B-,A,B-,edisoninternational
BYD,Boyd Gaming Corp,Consumer Discretionary,Casinos & Gaming,84.54,3.5069,1.6138,2.8401,4.606984043944546,336.55,5.91,107.19000000000001,0.20679999999999998,39.14,0.8252740167633789,8.6493,216.70549999999974,5.91,8.6493,0.8252740167633789,107.19000000000001,0.20679999999999998,39.14,79.41060447847778,81.63929208046855,89.96751363267201,75.8127392969022,50.0,78.8349358032616,0.9058823529411765,0.8823529411764706,0.9823529411764705,0.7764705882352941,A-,B+,A+,B,boydgamingcorp
MLI,Mueller Industries Inc,Industrials,Industrial Machinery & Supplies & Components,136.14,20.1064,3.6385,13.4992,5.584268556802519,30.06,15.71,26.229999999999997,0.2303,26.22,0.9788135593220338,69.9413,30.06,15.71,69.9413,0.9743012771092708,26.229999999999997,0.2303,26.22,59.42783257312905,86.38130359837149,86.19676945668135,95.06337634660117,50.0,77.69508649644713,0.6475770925110133,0.947136563876652,0.9383259911894273,0.9955947136563876,B-,A,A,A+,muellerindustriesinc
CALM,Cal-Maine Foods Inc,Consumer Staples,Packaged Foods & Meats,83.53,3.4094,0.9331,2.2944,1.5819206899621043,84.41,36.6,44.65,0.3428,44.65,0.21310572687224666,-27.867,79.53799999999993,16.430999999999997,-27.867,0.21310572687224666,44.65,0.3039949999999996,34.38899999999997,85.58558558558559,98.38861957471542,95.49549549549549,33.058594023869595,50.0,76.55971298998728,0.9594594594594594,1.0,0.9864864864864865,0.2972972972972973,A,A+,A+,D+,calmainefoodsinc
NFG,National Fuel Gas Co,Utilities,Gas Utilities,83.75,15.3941,1.9521,8.243,2.445948195547352,601.83,110.24,17.9,0.1989,9.02,0.5926216640502355,19.0984,129.9119999999999,23.471999999999994,19.0984,0.5926216640502355,17.9,0.1989,9.02,86.78160919540231,96.21430210484593,75.86206896551725,55.93341260404281,50.0,76.09046248200764,0.9655172413793104,1.0,0.9137931034482759,0.5689655172413793,A,A+,A-,C+,nationalfuelgasco
NEM,Newmont Corporation,Materials,Gold,112.35,17.059,5.7017,9.9825,4.230761989041818,26.06,26.59,22.720000000000002,0.4537,18.34,0.7594233849439402,160.7333,26.06,26.5375,131.79712999999992,0.7594233849439402,22.720000000000002,0.4052599999999998,17.39,53.43137254901961,86.1838465793841,94.6078431372549,82.2192513368984,50.0,75.69042350482513,0.5735294117647058,0.9705882352941176,1.0,0.8970588235294118,C+,A+,A+,B+,newmontcorporation
CCK,Crown Holdings Inc,Materials,Paper & Plastic Packaging Products & Materials,104.68,12.7212,0.9912,8.7837,4.501068509289796,894.61,3.27,33.32,0.1259,10.26,0.8567164179104478,18.149,215.86599999999996,3.27,18.149,0.8567164179104478,32.605999999999995,0.1259,10.26,80.3921568627451,79.64465479678461,77.69607843137256,74.50980392156862,50.0,75.35295056720007,0.8823529411764706,0.8382352941176471,0.8529411764705882,0.75,B+,B+,B+,B,crownholdingsinc
INCY,Incyte Corp,Health Care,Biotechnology,100.07,16.4315,4.0577,12.0577,5.614592216885856,4124.71,18.09,29.830000000000002,0.30760000000000004,29.56,0.7919291673761278,35.6513,263.14549999999963,18.09,35.6513,0.7919291673761278,29.830000000000002,0.30760000000000004,29.56,67.07694763729246,80.12871680256737,87.81609195402298,77.93103448275862,50.0,75.33521015489406,0.7241379310344828,0.9172413793103448,0.8896551724137931,0.8137931034482758,B,A-,B+,B+,incytecorp
CMA,Comerica Inc,Financials,Regional Banks,88.67,9.3199,1.50672,10.2435,1.4724344071736966,85.54,76.29956,17.49,0.4015666,11.99,0.7906024566192241,31.636,85.54,76.29956,31.636,0.7906024566192241,17.49,0.4015666,11.99,72.85067873303167,90.37471194399757,75.56561085972851,72.0445459737293,50.0,74.58792398173541,0.8416289592760181,0.9819004524886877,0.755656108597285,0.7601809954751131,B+,A+,B,B,comericainc
