Ticker,Name,Sector,SubIndustry,Price,PE_Rank,PS_Rank,EV_EBITDA_Used,PB_Ratio,EPS_Growth,Rev_Growth,ROE,Op_Margin,ROIC,Mom_Range,Mom_12M,EPS_Growth_Win,Rev_Growth_Win,Mom_12M_Win,Mom_Range_Win,ROE_Win,Op_Margin_Win,ROIC_Win,Value_S,Growth_S,Prof_S,Mom_S,Rev_S,Fundamental_Score,Value_Pct,Growth_Pct,Prof_Pct,Mom_Pct,Value_Grade,Growth_Grade,Prof_Grade,Mom_Grade,Name_Key
EIX,Edison International,Utilities,Electric Utilities,73.74,8.7936,1.5491,7.7213,1.8229372676212323,105.18,4.41,19.3,0.2837,5.86,1.0,38.6112,105.18,4.41,38.6112,0.9969736784108952,19.3,0.2837,5.86,95.83333333333333,62.92207792207792,88.69047619047619,94.52961672473867,50.0,82.6212913103157,1.0,0.6607142857142857,0.9464285714285714,0.9821428571428571,A+,B-,A,A+,edisoninternational
SON,Sonoco Products Co,Materials,Paper & Plastic Packaging Products & Materials,56.45,5.5496,0.7403,6.3543,1.533063383819867,510.26,19.34,31.790000000000003,0.1354,11.58,0.8994441637190502,20.8926,220.07199999999992,19.34,20.8926,0.8994441637190502,31.546,0.1354,11.58,90.33816425120773,96.10598741033523,83.33333333333333,68.76006441223834,50.0,81.39108476064999,0.9637681159420289,1.0,0.9130434782608695,0.6666666666666666,A,A+,A-,B-,sonocoproductsco
CALM,Cal-Maine Foods Inc,Consumer Staples,Packaged Foods & Meats,83.81,3.4181,0.9355,2.3008,1.5872234290162093,84.41,36.6,44.65,0.3428,44.65,0.2182452276064611,-9.1917,69.612,19.461999999999943,-9.1917,0.2182452276064611,44.65,0.3428,32.959223999999935,85.84474885844749,98.29568475550892,93.83561643835617,46.10981178304933,50.0,78.80119063191256,0.9452054794520548,1.0,0.9863013698630136,0.4383561643835616,A,A+,A+,C,calmainefoodsinc
BYD,Boyd Gaming Corp,Consumer Discretionary,Casinos & Gaming,86.2,3.572,1.609,2.8451,4.69744528729619,265.64,4.12,107.19000000000001,0.1825,39.14,0.8787878787878791,6.9668,175.76099999999948,4.12,6.9668,0.8787878787878791,107.19000000000001,0.1825,39.14,79.88048276509817,76.73187221011108,87.73833004602234,72.46153846153845,50.0,76.74338533711003,0.8875739644970414,0.8461538461538461,0.9644970414201184,0.7218934911242604,B+,B+,A,B,boydgamingcorp
PAHC,Phibro Animal Health Corp,Health Care,Pharmaceuticals,52.8,23.2693,1.4634,12.8372,7.4914869466515315,373.82,32.39,30.81,0.1153,8.95,0.9128051818634778,114.5221,235.46999999999997,32.39,67.84964000000001,0.9128051818634778,30.81,0.1153,8.95,74.50052092909236,92.61151638364026,63.963963963963955,90.76351351351352,50.0,76.29112720269484,0.8581081081081081,0.9864864864864865,0.6621621621621622,0.9662162162162162,B+,A+,B-,A,phibroanimalhealthcorp
NEM,Newmont Corporation,Materials,Gold,122.13,19.0405,6.364,11.1419,4.599047278341587,26.06,26.59,22.720000000000002,0.4537,18.34,0.8638547784303257,153.9613,26.06,26.53,124.8924599999998,0.8638547784303257,22.720000000000002,0.3983399999999992,16.674,51.690821256038646,87.33830398850162,94.20289855072464,85.40184453227933,50.0,76.02145965584702,0.572463768115942,0.9710144927536232,0.9855072463768116,0.9855072463768116,C+,A+,A+,A+,newmontcorporation
CCK,Crown Holdings Inc,Materials,Paper & Plastic Packaging Products & Materials,114.8,17.714,1.0573,9.2241,4.341709150870611,78.94,4.78,25.45,0.1244,8.0,0.9736644093303236,28.6781,78.94,4.78,28.6781,0.9715568488879655,25.45,0.1244,8.0,78.26086956521739,80.34206802322744,71.98067632850241,84.44444444444446,50.0,75.51768896696433,0.8695652173913043,0.8695652173913043,0.7681159420289855,0.9565217391304348,B+,B+,B,A,crownholdingsinc
CF,CF Industries Holdings Inc,Materials,Fertilizers & Agricultural Chemicals,97.18,11.175,2.2878,5.8403,3.31178413083558,31.4,12.59,28.18,0.3153,17.53,0.7867123648826788,18.6732,31.4,12.59,18.6732,0.7867123648826788,28.18,0.3153,16.674,71.98067632850241,86.81686429512516,94.44444444444444,57.29855072463768,50.0,75.42936319718929,0.8260869565217391,0.9565217391304348,1.0,0.5652173913043478,B+,A,A+,C+,cfindustriesholdingsinc
JOE,St Joe Co,Real Estate,Real Estate Development,71.52,39.4009,8.4344,25.1292,5.759520684184672,53.54,26.89,14.180000000000001,0.2712,7.8,0.9880483113115321,49.1379,53.54,25.66,43.93094,0.9880483113115321,14.070000000000002,0.23991999999999997,7.702,20.0,100.0,100.0,92.38095238095238,50.0,73.47619047619048,0.4,1.0,1.0,1.0,C-,A+,A+,A+,stjoeco
CMA,Comerica Inc,Financials,Regional Banks,88.67,8.9355,1.50672,9.9537,1.4724344071736966,85.54,76.29956,17.49,0.4015666,11.99,0.7906024566192241,31.636,85.54,76.29956,31.636,0.7906024566192241,17.49,0.4015666,11.99,72.54464285714286,88.35179938258554,74.55357142857143,67.0267964384587,50.0,72.85027273563742,0.84375,0.9732142857142857,0.7455357142857143,0.7053571428571429,B+,A+,B,B,comericainc
BHF,Brighthouse Financial Inc,Financials,Life & Health Insurance,63.93,3.7658,0.5797,0.1454,0.7558292131005668,,27.71,17.4,0.20850000000000002,11.1,0.9010717230008245,3.3296,,27.71,3.3296,0.9010717230008245,17.4,0.20850000000000002,11.1,97.76785714285714,60.104364326375716,74.10714285714286,64.26029633609556,50.0,72.84168213249426,0.9955357142857143,0.7098214285714286,0.7410714285714286,0.6830357142857143,A+,B,B,B-,brighthousefinancialinc
NFG,National Fuel Gas Co,Utilities,Gas Utilities,89.03,12.6934,1.9844,7.171,2.6001524519352928,-2.57,112.85,21.09,0.2394,11.05,0.7892561983471076,19.7112,-2.57,25.1375,19.7112,0.7892561983471076,21.09,0.2394,10.1825,91.07142857142857,64.86549165120594,84.52380952380952,54.38775510204082,50.0,72.74945887445888,0.9821428571428571,0.7321428571428571,0.9196428571428571,0.48214285714285715,A+,B,A-,C,nationalfuelgasco
HALO,Halozyme Therapeutics Inc,Health Care,Biotechnology,70.98,14.0671,6.74,11.7113,24.02355648818791,57.4,31.19,141.55,0.5932999999999999,30.869999999999997,0.6762672811059909,23.5724,57.4,31.19,23.5724,0.6762672811059909,99.75700000000002,0.4168250000000001,30.869999999999997,63.701967273395844,78.13939279647244,96.62162162162161,59.77477477477477,50.0,72.6637307380038,0.7094594594594594,0.8918918918918919,0.9932432432432432,0.5743243243243243,B,B+,A+,C+,halozymetherapeuticsinc
INVA,Innoviva Inc,Health Care,Pharmaceuticals,23.39,13.88,4.5494,8.3368,2.120695595408635,102.67,10.14,16.63,0.4321,10.92,0.9172229639519358,31.1148,102.67,10.14,31.1148,0.9172229639519358,16.63,0.4168250000000001,10.92,72.72782987068702,74.6947500597943,76.91441441441441,75.27027027027027,50.0,72.40356513728827,0.831081081081081,0.8783783783783784,0.8040540540540541,0.75,B+,B+,B+,B,innovivainc
